yourlist:M20200414DA437993067D6F64326E5E763500BDED121471F	isomap:M20200414DA437993067D6F64326E5E763500BDED121471F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSP00000386156	ENSP00000386156 -> Q9BRP8-1	Q9BRP8	PYM1_HUMAN	reviewed	Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)	PYM1 PYM WIBG	Homo sapiens (Human)	204
ENSP00000352802	ENSP00000352802 -> O43516-1	O43516	WIPF1_HUMAN	reviewed	WAS/WASL-interacting protein family member 1 (Protein PRPL-2) (Wiskott-Aldrich syndrome protein-interacting protein) (WASP-interacting protein)	WIPF1 WASPIP WIP	Homo sapiens (Human)	503
ENSP00000320924	ENSP00000320924 -> Q8TF74-1	Q8TF74	WIPF2_HUMAN	reviewed	WAS/WASL-interacting protein family member 2 (WASP-interacting protein-related protein) (WIP- and CR16-homologous protein) (WIP-related protein)	WIPF2 WICH WIRE PP10631	Homo sapiens (Human)	440
ENSP00000288828	ENSP00000288828 -> Q9Y4P8-1	Q9Y4P8	WIPI2_HUMAN	reviewed	WD repeat domain phosphoinositide-interacting protein 2 (WIPI-2) (WIPI49-like protein 2)	WIPI2 CGI-50	Homo sapiens (Human)	454
ENSP00000263381	ENSP00000263381 -> O95785-2	O95785	WIZ_HUMAN	reviewed	Protein Wiz (Widely-interspaced zinc finger-containing protein) (Zinc finger protein 803)	WIZ ZNF803	Homo sapiens (Human)	1651
ENSP00000297954	ENSP00000297954 -> Q9Y3S1-1	Q9Y3S1	WNK2_HUMAN	reviewed	Serine/threonine-protein kinase WNK2 (EC 2.7.11.1) (Antigen NY-CO-43) (Protein kinase lysine-deficient 2) (Protein kinase with no lysine 2) (Serologically defined colon cancer antigen 43)	WNK2 KIAA1760 PRKWNK2 SDCCAG43 P/OKcl.13	Homo sapiens (Human)	2297
ENSP00000301061	ENSP00000301061 -> O00744-1	O00744	WN10B_HUMAN	reviewed	Protein Wnt-10b (Protein Wnt-12)	WNT10B WNT12	Homo sapiens (Human)	389
ENSP00000358698	ENSP00000358698 -> Q93097-1	Q93097	WNT2B_HUMAN	reviewed	Protein Wnt-2b (Protein Wnt-13)	WNT2B WNT13	Homo sapiens (Human)	391
ENSP00000308887		Q9H1J7	WNT5B_HUMAN	reviewed	Protein Wnt-5b	WNT5B	Homo sapiens (Human)	359
ENSP00000285018		O00755	WNT7A_HUMAN	reviewed	Protein Wnt-7a	WNT7A	Homo sapiens (Human)	349
ENSP00000324203		Q9BUR4	TCAB1_HUMAN	reviewed	Telomerase Cajal body protein 1 (WD repeat-containing protein 79) (WD40 repeat-containing protein antisense to TP53 gene) (WRAP53beta)	WRAP53 TCAB1 WDR79	Homo sapiens (Human)	548
ENSP00000298139		Q14191	WRN_HUMAN	reviewed	Werner syndrome ATP-dependent helicase (EC 3.6.4.12) (DNA helicase, RecQ-like type 3) (RecQ3) (Exonuclease WRN) (EC 3.1.-.-) (RecQ protein-like 2)	WRN RECQ3 RECQL2	Homo sapiens (Human)	1432
ENSP00000370150	ENSP00000370150 -> Q96S55-1	Q96S55	WRIP1_HUMAN	reviewed	ATPase WRNIP1 (EC 3.6.1.3) (Werner helicase-interacting protein 1)	WRNIP1 WHIP	Homo sapiens (Human)	665
ENSP00000331327		J3KNN9	J3KNN9_HUMAN	unreviewed	Wilms tumor protein	WT1	Homo sapiens (Human)	502
ENSP00000351141	ENSP00000351141 -> Q15007-1	Q15007	FL2D_HUMAN	reviewed	Pre-mRNA-splicing regulator WTAP (Female-lethal(2)D homolog) (hFL(2)D) (WT1-associated protein) (Wilms tumor 1-associating protein)	WTAP KIAA0105	Homo sapiens (Human)	396
ENSP00000265293	ENSP00000265293 -> Q8IX03-1	Q8IX03	KIBRA_HUMAN	reviewed	Protein KIBRA (HBeAg-binding protein 3) (Kidney and brain protein) (KIBRA) (WW domain-containing protein 1)	WWC1 KIAA0869	Homo sapiens (Human)	1113
ENSP00000384222	ENSP00000384222 -> Q6AWC2-1	Q6AWC2	WWC2_HUMAN	reviewed	Protein WWC2 (BH-3-only member B) (WW domain-containing protein 2)	WWC2 BOMB	Homo sapiens (Human)	1192
ENSP00000370242	ENSP00000370242 -> Q9ULE0-1	Q9ULE0	WWC3_HUMAN	reviewed	Protein WWC3	WWC3 KIAA1280	Homo sapiens (Human)	1092
ENSP00000386161	ENSP00000386161 -> Q9NZC7-2	Q9NZC7	WWOX_HUMAN	reviewed	WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1)	WWOX FOR SDR41C1 WOX1	Homo sapiens (Human)	414
ENSP00000265428	ENSP00000265428 -> Q9H0M0-1	Q9H0M0	WWP1_HUMAN	reviewed	NEDD4-like E3 ubiquitin-protein ligase WWP1 (EC 2.3.2.26) (Atrophin-1-interacting protein 5) (AIP5) (HECT-type E3 ubiquitin transferase WWP1) (TGIF-interacting ubiquitin ligase 1) (Tiul1) (WW domain-containing protein 1)	WWP1	Homo sapiens (Human)	922
ENSP00000348283	ENSP00000348283 -> O00308-2	O00308	WWP2_HUMAN	reviewed	NEDD4-like E3 ubiquitin-protein ligase WWP2 (EC 2.3.2.26) (Atrophin-1-interacting protein 2) (AIP2) (HECT-type E3 ubiquitin transferase WWP2) (WW domain-containing protein 2)	WWP2	Homo sapiens (Human)	870
ENSP00000353847		Q9GZV5	WWTR1_HUMAN	reviewed	WW domain-containing transcription regulator protein 1 (Transcriptional coactivator with PDZ-binding motif)	WWTR1 TAZ	Homo sapiens (Human)	400
ENSP00000368727		P47989	XDH_HUMAN	reviewed	Xanthine dehydrogenase/oxidase [Includes: Xanthine dehydrogenase (XD) (EC 1.17.1.4); Xanthine oxidase (XO) (EC 1.17.3.2) (Xanthine oxidoreductase) (XOR)]	XDH XDHA	Homo sapiens (Human)	1333
ENSP00000411004		A0A2U3U020	A0A2U3U020_HUMAN	unreviewed	Glycoprotein Xg	XG	Homo sapiens (Human)	173
ENSP00000347858		P98170	XIAP_HUMAN	reviewed	E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	XIAP API3 BIRC4 IAP3	Homo sapiens (Human)	497
ENSP00000386840	ENSP00000386840 -> A4UGR9-8	A4UGR9	XIRP2_HUMAN	reviewed	Xin actin-binding repeat-containing protein 2 (Beta-xin) (Cardiomyopathy-associated protein 3) (Xeplin)	XIRP2 CMYA3	Homo sapiens (Human)	3374
ENSP00000367879		P51811	XK_HUMAN	reviewed	Membrane transport protein XK (Kell complex 37 kDa component) (Kx antigen) (XK-related protein 1)	XK XKR1 XRG1	Homo sapiens (Human)	444
ENSP00000364270		P23025	XPA_HUMAN	reviewed	DNA repair protein complementing XP-A cells (Xeroderma pigmentosum group A-complementing protein)	XPA XPAC	Homo sapiens (Human)	273
ENSP00000285021	ENSP00000285021 -> Q01831-1	Q01831	XPC_HUMAN	reviewed	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	XPC XPCC	Homo sapiens (Human)	940
ENSP00000255305		Q9C0E2	XPO4_HUMAN	reviewed	Exportin-4 (Exp4)	XPO4 KIAA1721	Homo sapiens (Human)	1151
ENSP00000265351		Q9HAV4	XPO5_HUMAN	reviewed	Exportin-5 (Exp5) (Ran-binding protein 21)	XPO5 KIAA1291 RANBP21	Homo sapiens (Human)	1204
ENSP00000302790	ENSP00000302790 -> Q96QU8-1	Q96QU8	XPO6_HUMAN	reviewed	Exportin-6 (Exp6) (Ran-binding protein 20)	XPO6 KIAA0370 RANBP20	Homo sapiens (Human)	1125
ENSP00000356562	ENSP00000356562 -> Q9UBH6-1	Q9UBH6	XPR1_HUMAN	reviewed	Xenotropic and polytropic retrovirus receptor 1 (Protein SYG1 homolog) (Xenotropic and polytropic murine leukemia virus receptor X3) (X-receptor)	XPR1 SYG1 XR	Homo sapiens (Human)	696
ENSP00000262887		P18887	XRCC1_HUMAN	reviewed	DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1)	XRCC1	Homo sapiens (Human)	633
ENSP00000352271		O43543	XRCC2_HUMAN	reviewed	DNA repair protein XRCC2 (X-ray repair cross-complementing protein 2)	XRCC2	Homo sapiens (Human)	280
ENSP00000343392		O43542	XRCC3_HUMAN	reviewed	DNA repair protein XRCC3 (X-ray repair cross-complementing protein 3)	XRCC3	Homo sapiens (Human)	346
ENSP00000342011	ENSP00000342011 -> Q13426-1	Q13426	XRCC4_HUMAN	reviewed	DNA repair protein XRCC4 (X-ray repair cross-complementing protein 4)	XRCC4	Homo sapiens (Human)	336
ENSP00000352257	ENSP00000352257 -> P12956-1	P12956	XRCC6_HUMAN	reviewed	X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)	XRCC6 G22P1	Homo sapiens (Human)	609
ENSP00000264951	ENSP00000264951 -> Q8IZH2-1	Q8IZH2	XRN1_HUMAN	reviewed	5'-3' exoribonuclease 1 (EC 3.1.13.-) (Strand-exchange protein 1 homolog)	XRN1 SEP1	Homo sapiens (Human)	1706
ENSP00000366396	ENSP00000366396 -> Q9H0D6-1	Q9H0D6	XRN2_HUMAN	reviewed	5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein)	XRN2	Homo sapiens (Human)	950
ENSP00000328004	ENSP00000328004 -> Q8IY57-5	Q8IY57	YAF2_HUMAN	reviewed	YY1-associated factor 2	YAF2	Homo sapiens (Human)	180
ENSP00000282441	ENSP00000282441 -> P46937-1	P46937	YAP1_HUMAN	reviewed	Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	YAP1 YAP65	Homo sapiens (Human)	504
ENSP00000362576		P54577	SYYC_HUMAN	reviewed	Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]	YARS1 YARS	Homo sapiens (Human)	528
ENSP00000320658		Q9Y2Z4	SYYM_HUMAN	reviewed	Tyrosine--tRNA ligase, mitochondrial (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	YARS2 CGI-04	Homo sapiens (Human)	477
ENSP00000361626		P67809	YBOX1_HUMAN	reviewed	Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor)	YBX1 NSEP1 YB1	Homo sapiens (Human)	324
ENSP00000306983		Q9ULM3	YETS2_HUMAN	reviewed	YEATS domain-containing protein 2	YEATS2 KIAA1197	Homo sapiens (Human)	1422
ENSP00000324740		P07947	YES_HUMAN	reviewed	Tyrosine-protein kinase Yes (EC 2.7.10.2) (Proto-oncogene c-Yes) (p61-Yes)	YES1 YES	Homo sapiens (Human)	543
ENSP00000343435	ENSP00000343435 -> Q5BJH7-1	Q5BJH7	YIF1B_HUMAN	reviewed	Protein YIF1B (YIP1-interacting factor homolog B)	YIF1B PP4519 UNQ3073/PRO9905	Homo sapiens (Human)	314
ENSP00000274496	ENSP00000274496 -> Q969M3-1	Q969M3	YIPF5_HUMAN	reviewed	Protein YIPF5 (Five-pass transmembrane protein localizing in the Golgi apparatus and the endoplasmic reticulum 5) (Smooth muscle cell-associated protein 5) (SMAP-5) (YIP1 family member 5) (YPT-interacting protein 1 A)	YIPF5 FINGER5 YIP1A PP12723 SB140 UNQ3123/PRO10275	Homo sapiens (Human)	257
ENSP00000324463	ENSP00000324463 -> P49750-4	P49750	YLPM1_HUMAN	reviewed	YLP motif-containing protein 1 (Nuclear protein ZAP3) (ZAP113)	YLPM1 C14orf170 ZAP3	Homo sapiens (Human)	2146
ENSP00000312272		Q96QA6	YPEL2_HUMAN	reviewed	Protein yippee-like 2	YPEL2 FKSG4	Homo sapiens (Human)	119
ENSP00000362135		Q86U90	YRDC_HUMAN	reviewed	YrdC domain-containing protein, mitochondrial (Dopamine receptor-interacting protein 3) (Ischemia/reperfusion-inducible protein homolog) (hIRIP)	YRDC DRIP3 IRIP	Homo sapiens (Human)	279
ENSP00000339245	ENSP00000339245 -> Q96MU7-1	Q96MU7	YTDC1_HUMAN	reviewed	YTH domain-containing protein 1 (Splicing factor YT521) (YT521-B)	YTHDC1 KIAA1966 YT521	Homo sapiens (Human)	727
ENSP00000359364	ENSP00000359364 -> Q9BYJ9-1	Q9BYJ9	YTHD1_HUMAN	reviewed	YTH domain-containing family protein 1 (Dermatomyositis associated with cancer putative autoantigen 1) (DACA-1)	YTHDF1 C20orf21	Homo sapiens (Human)	559
ENSP00000362918	ENSP00000362918 -> Q9Y5A9-1	Q9Y5A9	YTHD2_HUMAN	reviewed	YTH domain-containing family protein 2 (CLL-associated antigen KW-14) (High-glucose-regulated protein 8) (Renal carcinoma antigen NY-REN-2)	YTHDF2 HGRG8	Homo sapiens (Human)	579
ENSP00000300161	ENSP00000300161 -> P31946-1	P31946	1433B_HUMAN	reviewed	14-3-3 protein beta/alpha (Protein 1054) (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein beta/alpha, N-terminally processed]	YWHAB	Homo sapiens (Human)	246
ENSP00000306330		P61981	1433G_HUMAN	reviewed	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	Homo sapiens (Human)	247
ENSP00000248975		Q04917	1433F_HUMAN	reviewed	14-3-3 protein eta (Protein AS1)	YWHAH YWHA1	Homo sapiens (Human)	246
ENSP00000238081		P27348	1433T_HUMAN	reviewed	14-3-3 protein theta (14-3-3 protein T-cell) (14-3-3 protein tau) (Protein HS1)	YWHAQ	Homo sapiens (Human)	245
ENSP00000309503	ENSP00000309503 -> P63104-1	P63104	1433Z_HUMAN	reviewed	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	Homo sapiens (Human)	245
ENSP00000262238		P25490	TYY1_HUMAN	reviewed	Transcriptional repressor protein YY1 (Delta transcription factor) (INO80 complex subunit S) (NF-E1) (Yin and yang 1) (YY-1)	YY1 INO80S	Homo sapiens (Human)	414
ENSP00000295566	ENSP00000295566 -> Q9H869-1	Q9H869	YYAP1_HUMAN	reviewed	YY1-associated protein 1 (Hepatocellular carcinoma susceptibility protein) (Hepatocellular carcinoma-associated protein 2)	YY1AP1 HCCA2 YY1AP	Homo sapiens (Human)	796
ENSP00000364361	ENSP00000364361 -> Q9NYL2-1	Q9NYL2	M3K20_HUMAN	reviewed	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	MAP3K20 MLTK ZAK HCCS4	Homo sapiens (Human)	800
ENSP00000264972	ENSP00000264972 -> P43403-1	P43403	ZAP70_HUMAN	reviewed	Tyrosine-protein kinase ZAP-70 (EC 2.7.10.2) (70 kDa zeta-chain associated protein) (Syk-related tyrosine kinase)	ZAP70 SRK	Homo sapiens (Human)	619
ENSP00000216268		O75132	ZBED4_HUMAN	reviewed	Zinc finger BED domain-containing protein 4	ZBED4 KIAA0637	Homo sapiens (Human)	1171
ENSP00000387462	ENSP00000387462 -> Q96DT7-1	Q96DT7	ZBT10_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 10 (Zinc finger protein RIN ZF)	ZBTB10 RINZF RINZFC	Homo sapiens (Human)	871
ENSP00000326200		O95625	ZBT11_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 11	ZBTB11	Homo sapiens (Human)	1053
ENSP00000338157	ENSP00000338157 -> Q05516-1	Q05516	ZBT16_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF)	ZBTB16 PLZF ZNF145	Homo sapiens (Human)	673
ENSP00000364895	ENSP00000364895 -> Q13105-1	Q13105	ZBT17_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 17 (Myc-interacting zinc finger protein 1) (Miz-1) (Zinc finger protein 151) (Zinc finger protein 60)	ZBTB17 MIZ1 ZNF151 ZNF60	Homo sapiens (Human)	803
ENSP00000323183		Q8N680	ZBTB2_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 2	ZBTB2 KIAA1483 ZNF437	Homo sapiens (Human)	514
ENSP00000349803	ENSP00000349803 -> Q9HC78-2	Q9HC78	ZBT20_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 20 (Dendritic-derived BTB/POZ zinc finger protein) (Zinc finger protein 288)	ZBTB20 DPZF ZNF288	Homo sapiens (Human)	741
ENSP00000230122	ENSP00000230122 -> O43167-1	O43167	ZBT24_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 24 (Zinc finger protein 450)	ZBTB24 KIAA0441 ZNF450	Homo sapiens (Human)	697
ENSP00000378286		Q9H5J0	ZBTB3_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 3	ZBTB3	Homo sapiens (Human)	574
ENSP00000314153		Q86T24	KAISO_HUMAN	reviewed	Transcriptional regulator Kaiso (Zinc finger and BTB domain-containing protein 33)	ZBTB33 KAISO ZNF348	Homo sapiens (Human)	672
ENSP00000372635		Q8NAP3	ZBT38_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 38	ZBTB38	Homo sapiens (Human)	1195
ENSP00000307858		Q9P1Z0	ZBTB4_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 4 (KAISO-like zinc finger protein 1) (KAISO-L1)	ZBTB4 KIAA1538	Homo sapiens (Human)	1013
ENSP00000364798	ENSP00000364798 -> Q9NUA8-1	Q9NUA8	ZBT40_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 40	ZBTB40 KIAA0478	Homo sapiens (Human)	1239
ENSP00000323670		O95365	ZBT7A_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 7A (Factor binding IST protein 1) (FBI-1) (Factor that binds to inducer of short transcripts protein 1) (HIV-1 1st-binding protein 1) (Leukemia/lymphoma-related factor) (POZ and Krueppel erythroid myeloid ontogenic factor) (POK erythroid myeloid ontogenic factor) (Pokemon) (Pokemon 1) (TTF-I-interacting peptide 21) (TIP21) (Zinc finger protein 857A)	ZBTB7A FBI1 LRF ZBTB7 ZNF857A	Homo sapiens (Human)	584
ENSP00000292176	ENSP00000292176 -> O15156-1	O15156	ZBT7B_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 7B (Krueppel-related zinc finger protein cKrox) (hcKrox) (T-helper-inducing POZ/Krueppel-like factor) (Zinc finger and BTB domain-containing protein 15) (Zinc finger protein 67 homolog) (Zfp-67) (Zinc finger protein 857B) (Zinc finger protein Th-POK)	ZBTB7B ZBTB15 ZFP67 ZNF857B	Homo sapiens (Human)	539
ENSP00000378503		Q96C00	ZBTB9_HUMAN	reviewed	Zinc finger and BTB domain-containing protein 9	ZBTB9	Homo sapiens (Human)	473
ENSP00000333253		O75152	ZC11A_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 11A	ZC3H11A KIAA0663 ZC3HDC11A	Homo sapiens (Human)	810
ENSP00000278590	ENSP00000278590 -> Q9C0D7-1	Q9C0D7	ZC12C_HUMAN	reviewed	Probable ribonuclease ZC3H12C (EC 3.1.-.-) (MCP-induced protein 3) (Zinc finger CCCH domain-containing protein 12C)	ZC3H12C KIAA1726 MCPIP3	Homo sapiens (Human)	883
ENSP00000251038	ENSP00000251038 -> Q6PJT7-1	Q6PJT7	ZC3HE_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37)	ZC3H14	Homo sapiens (Human)	736
ENSP00000301011	ENSP00000301011 -> Q86VM9-1	Q86VM9	ZCH18_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1)	ZC3H18 NHN1	Homo sapiens (Human)	953
ENSP00000262577	ENSP00000262577 -> Q8IXZ2-1	Q8IXZ2	ZC3H3_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 3 (Smad-interacting CPSF-like factor)	ZC3H3 KIAA0150 SMICL ZC3HDC3	Homo sapiens (Human)	948
ENSP00000347999	ENSP00000347999 -> Q8IWR0-1	Q8IWR0	Z3H7A_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 7A	ZC3H7A ZC3H7 ZC3HDC7 HSPC055	Homo sapiens (Human)	971
ENSP00000345793		Q9UGR2	Z3H7B_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 7B (Rotavirus 'X'-associated non-structural protein) (RoXaN)	ZC3H7B KIAA1031	Homo sapiens (Human)	977
ENSP00000242351	ENSP00000242351 -> Q7Z2W4-1	Q7Z2W4	ZCCHV_HUMAN	reviewed	Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Inactive Poly [ADP-ribose] polymerase 13) (PARP13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP)	ZC3HAV1 ZC3HDC2 PRO1677	Homo sapiens (Human)	902
ENSP00000351052	ENSP00000351052 -> Q86WB0-1	Q86WB0	NIPA_HUMAN	reviewed	Nuclear-interacting partner of ALK (Nuclear-interacting partner of anaplastic lymphoma kinase) (hNIPA) (Zinc finger C3HC-type protein 1)	ZC3HC1 NIPA HSPC216	Homo sapiens (Human)	502
ENSP00000257177		A0A0C4DFM7	A0A0C4DFM7_HUMAN	unreviewed	Terminal uridylyltransferase 4	TUT4	Homo sapiens (Human)	1645
ENSP00000308921		Q6PEW1	ZCH12_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 12 (Smad-interacting zinc finger protein 1)	ZCCHC12 SIZN1	Homo sapiens (Human)	402
ENSP00000268616	ENSP00000268616 -> Q8WYQ9-1	Q8WYQ9	ZCH14_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 14 (BDG-29)	ZCCHC14 KIAA0579	Homo sapiens (Human)	949
ENSP00000343557	ENSP00000343557 -> Q9NP64-1	Q9NP64	NO40_HUMAN	reviewed	Nucleolar protein of 40 kDa (pNO40) (Pnn-interacting nucleolar protein) (Putative S1 RNA-binding domain protein) (PS1D protein) (Zinc finger CCHC domain-containing protein 17)	ZCCHC17 PS1D HSPC243 HSPC251 LDC4	Homo sapiens (Human)	241
ENSP00000269499	ENSP00000269499 -> Q9C0B9-1	Q9C0B9	ZCHC2_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 2	ZCCHC2 C18orf49 KIAA1744	Homo sapiens (Human)	1178
ENSP00000361411		Q8N2G6	ZCH24_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 24	ZCCHC24 C10orf56	Homo sapiens (Human)	241
ENSP00000303468	ENSP00000303468 -> Q9H5U6-1	Q9H5U6	ZCHC4_HUMAN	reviewed	rRNA N6-adenosine-methyltransferase ZCCHC4 (EC 2.1.1.-) (Zinc finger CCHC domain-containing protein 4)	ZCCHC4	Homo sapiens (Human)	513
ENSP00000337839	ENSP00000337839 -> Q8N3Z6-1	Q8N3Z6	ZCHC7_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 7 (TRAMP-like complex RNA-binding factor ZCCHC7)	ZCCHC7 HSPC086	Homo sapiens (Human)	543
ENSP00000254037		Q8N567	ZCHC9_HUMAN	reviewed	Zinc finger CCHC domain-containing protein 9	ZCCHC9	Homo sapiens (Human)	271
ENSP00000266529		Q8TBF4	ZCRB1_HUMAN	reviewed	Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (U11/U12 small nuclear ribonucleoprotein 31 kDa protein) (U11/U12 snRNP 31 kDa protein) (U11/U12-31K)	ZCRB1	Homo sapiens (Human)	217
ENSP00000283441	ENSP00000283441 -> Q9H8X9-1	Q9H8X9	ZDH11_HUMAN	reviewed	Probable palmitoyltransferase ZDHHC11 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 11) (DHHC-11) (Zinc finger protein 399)	ZDHHC11 ZNF399	Homo sapiens (Human)	412
ENSP00000352821	ENSP00000352821 -> Q8IZN3-1	Q8IZN3	ZDH14_HUMAN	reviewed	Probable palmitoyltransferase ZDHHC14 (EC 2.3.1.225) (NEW1 domain-containing protein) (NEW1CP) (Zinc finger DHHC domain-containing protein 14) (DHHC-14)	ZDHHC14	Homo sapiens (Human)	488
ENSP00000359891	ENSP00000359891 -> Q969W1-1	Q969W1	ZDH16_HUMAN	reviewed	Palmitoyltransferase ZDHHC16 (EC 2.3.1.225) (Abl-philin 2) (Zinc finger DHHC domain-containing protein 16) (DHHC-16)	ZDHHC16 APH2 UNQ2570/PRO6258	Homo sapiens (Human)	377
ENSP00000403397	ENSP00000403397 -> Q8IUH5-1	Q8IUH5	ZDH17_HUMAN	reviewed	Palmitoyltransferase ZDHHC17 (EC 2.3.1.225) (Huntingtin yeast partner H) (Huntingtin-interacting protein 14) (HIP-14) (Huntingtin-interacting protein 3) (HIP-3) (Huntingtin-interacting protein H) (Putative MAPK-activating protein PM11) (Putative NF-kappa-B-activating protein 205) (Zinc finger DHHC domain-containing protein 17) (DHHC-17)	ZDHHC17 HIP14 HIP3 HYPH KIAA0946 HSPC294	Homo sapiens (Human)	632
ENSP00000337475		Q9NPG8	ZDHC4_HUMAN	reviewed	Probable palmitoyltransferase ZDHHC4 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 4) (DHHC-4) (Zinc finger protein 374)	ZDHHC4 ZNF374 DC1 UNQ5787/PRO19576	Homo sapiens (Human)	344
ENSP00000334490	ENSP00000334490 -> Q9ULC8-1	Q9ULC8	ZDHC8_HUMAN	reviewed	Probable palmitoyltransferase ZDHHC8 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 8) (DHHC-8) (Zinc finger protein 378)	ZDHHC8 KIAA1292 ZDHHCL1 ZNF378	Homo sapiens (Human)	765
ENSP00000319248	ENSP00000319248 -> P37275-1	P37275	ZEB1_HUMAN	reviewed	Zinc finger E-box-binding homeobox 1 (NIL-2-A zinc finger protein) (Negative regulator of IL2) (Transcription factor 8) (TCF-8)	ZEB1 AREB6 TCF8	Homo sapiens (Human)	1124
ENSP00000302501		A0JP08	A0JP08_HUMAN	unreviewed	Zinc finger E-box-binding homeobox 2	ZEB2	Homo sapiens (Human)	1213
ENSP00000237937		O76080	ZFAN5_HUMAN	reviewed	AN1-type zinc finger protein 5 (Zinc finger A20 domain-containing protein 2) (Zinc finger protein 216)	ZFAND5 ZA20D2 ZNF216	Homo sapiens (Human)	213
